java_version,seed,num_measurements,start_elapsed_ms,end_elapsed_ms,total_elapsed_ms,total_elapsed_sec,avg_fps,avg_frame_count,sum_frame_count,test_id
22,1646684781,119,2020.192,120927.547,118907.35500000001,118.90735500000001,0.6710730265391619,83.68067226890756,9958.0,8
8,1646684781,119,1748.966,120647.453,118898.487,118.89848699999999,0.5929938866829505,79.7983193277311,9496.0,8
22,2986831233,119,2043.212,120896.934,118853.722,118.85372199999999,0.6004508070610195,78.76470588235294,9373.0,8
22,3385079617,119,1974.037,120954.323,118980.28600000001,118.980286,0.6662132845510887,83.02521008403362,9880.0,8
22,1774789858,119,1956.527,120649.883,118693.356,118.693356,0.7750149220279803,107.31932773109244,12771.0,8
8,2663508704,119,1761.184,120635.505,118874.32100000001,118.87432100000001,0.4306027344003864,78.0,9282.0,8
22,779353579,119,1934.886,120606.46,118671.57400000001,118.671574,0.7571135004823012,106.33613445378151,12654.0,8
22,3534201447,119,1932.314,120888.226,118955.912,118.955912,0.7305461115285206,81.15126050420169,9657.0,8
8,2852405230,119,1743.925,120675.034,118931.109,118.93110899999999,0.4930323814535987,82.02521008403362,9761.0,8
8,4031530085,119,1745.202,120668.985,118923.783,118.923783,0.34014643222368324,78.82352941176471,9380.0,8
8,2882986532,119,1784.549,120709.768,118925.219,118.925219,0.4802643927567376,85.3109243697479,10152.0,8
Pivoted Results:,,,,,,,,,,8
,total_elapsed_sec,total_elapsed_sec,avg_fps,avg_fps,avg_frame_count,avg_frame_count,sum_frame_count,sum_frame_count,,8
java_version,22,8,22,8,22,8,22,8,,8
seed,,,,,,,,,,8
1033437363,118.927208,118.90988300000001,0.4869938795248818,0.5705350525282689,76.90756302521008,81.47899159663865,9152.0,9696.0,,8
1646684781,118.90735500000001,118.89848699999999,0.6710730265391619,0.5929938866829505,83.68067226890756,79.7983193277311,9958.0,9496.0,,8
1774789858,118.693356,118.701223,0.7750149220279803,0.7301055684325308,107.31932773109244,106.4453781512605,12771.0,12667.0,,8
1943520067,118.973477,118.898189,0.43947694139065113,0.5975399291877569,78.99159663865547,80.76470588235294,9400.0,9611.0,,8
197181812,118.97150199999999,119.111104,0.5642449099797092,0.46379264844275503,81.7983193277311,59.89915966386555,9734.0,7128.0,,8
2663508704,118.900395,118.87432100000001,0.42286247923069586,0.4306027344003864,82.61344537815125,78.0,9831.0,9282.0,,8
2852405230,118.89088000000001,118.93110899999999,0.26536758188599824,0.4930323814535987,82.65546218487395,82.02521008403362,9836.0,9761.0,,8
2882986532,119.023419,118.925219,0.4492174429547918,0.4802643927567376,76.75630252100841,85.3109243697479,9134.0,10152.0,,8
2986831233,118.85372199999999,118.284053,0.6004508070610195,0.3865866419769175,78.76470588235294,53.8728813559322,9373.0,6357.0,,8
3053474506,118.628361,119.15550999999999,0.3626174582128046,0.2589993814094435,61.45378151260504,60.285714285714285,7313.0,7174.0,,8
3385079617,118.980286,118.828555,0.6662132845510887,0.4755711204673301,83.02521008403362,79.73109243697479,9880.0,9488.0,,8
3411503267,118.827917,118.98680999999999,0.6271624460257822,0.6074993265783234,82.5126050420168,82.52941176470588,9819.0,9821.0,,8
3497448862,118.968815,118.93199399999999,0.40715542570997343,0.4655711838431722,80.07563025210084,78.87394957983193,9529.0,9386.0,,8
3530267704,118.94417600000001,118.95844,0.7152568011860704,0.28547159449015064,81.01680672268908,80.03361344537815,9641.0,9524.0,,8
3534201447,118.955912,118.856178,0.7305461115285206,0.46383693715780366,81.15126050420169,78.81512605042016,9657.0,9379.0,,8
3724544668,118.96965000000002,119.01284400000002,0.5289772482989924,0.5209342736745451,80.4201680672269,80.14285714285714,9570.0,9537.0,,8
4031530085,118.959942,118.923783,0.6171561986131268,0.34014643222368324,82.05882352941177,78.82352941176471,9765.0,9380.0,,8
4129079762,118.67926700000001,118.71473,0.7904039349114426,0.743026443310322,104.17647058823529,105.52100840336135,12397.0,12557.0,,8
4163503295,118.922681,118.877222,0.6441334412608299,0.513360829607386,77.6218487394958,79.38655462184875,9237.0,9447.0,,8
779353579,118.671574,118.662256,0.7571135004823012,0.7832950973014873,106.33613445378151,105.67226890756302,12654.0,12575.0,,8
Differences (Java22 - Java8):,,,,,,,,,,8
seed,total_elapsed_sec_diff,avg_fps_diff,avg_frame_count_diff,sum_frame_count_diff,,,,,,8
1033437363,0.01732499999998538,-0.08354117300338704,-4.571428571428569,-544.0,,,,,,8
1646684781,0.00886800000002097,0.0780791398562114,3.882352941176464,462.0,,,,,,8
1774789858,-0.00786700000000451,0.04490935359544945,0.8739495798319439,104.0,,,,,,8
1943520067,0.07528800000000047,-0.15806298779710576,-1.7731092436974762,-211.0,,,,,,8
197181812,-0.13960200000001066,0.10045226153695419,21.899159663865547,2606.0,,,,,,8
2663508704,0.026073999999994157,-0.007740255169690513,4.613445378151255,549.0,,,,,,8
2852405230,-0.04022899999998231,-0.22766479956760044,0.6302521008403374,75.0,,,,,,8
2882986532,0.09820000000000562,-0.031046949801945778,-8.554621848739487,-1018.0,,,,,,8
2986831233,0.5696689999999904,0.213864165084102,24.89182452642074,3016.0,,,,,,8
3053474506,-0.5271489999999943,0.1036180768033611,1.1680672268907557,139.0,,,,,,8
3385079617,0.15173100000001227,0.19064216408375867,3.294117647058826,392.0,,,,,,8
3411503267,-0.15889299999999196,0.0196631194474588,-0.016806722689082676,-2.0,,,,,,8
3497448862,0.036821000000017534,-0.05841575813319877,1.2016806722689068,143.0,,,,,,8
3530267704,-0.014263999999982957,0.42978520669591974,0.9831932773109315,117.0,,,,,,8
3534201447,0.09973399999999799,0.2667091743707169,2.3361344537815256,278.0,,,,,,8
3724544668,-0.04319399999999973,0.008042974624447252,0.27731092436975757,33.0,,,,,,8
4031530085,0.03615899999999783,0.2770097663894435,3.235294117647058,385.0,,,,,,8
4129079762,-0.03546299999999292,0.04737749160112059,-1.3445378151260599,-160.0,,,,,,8
4163503295,0.04545899999999392,0.1307726116534439,-1.764705882352942,-210.0,,,,,,8
779353579,0.009318000000007487,-0.02618159681918608,0.6638655462184886,79.0,,,,,,8
